 file_number,mc_time, temperature, number_adsorbates, coverage, mc_step, cpu_time, rewrites, sorting, diff1, diff2, diff3, diff4, diff5, diff6, enclosed_atoms 
 267,53,	210,	625,	0.01,	4.343e+07,	25033,	62906494,	29198304,	7450264,	7402195,	6918491,	7415136,	7346672,	6896578,	339 
 268,53.2,	210,	625,	0.01,	4.35762e+07,	25123.9,	63122329,	29305814,	7475634,	7427241,	6941480,	7440066,	7371839,	6919303,	324 
 269,53.4,	210,	625,	0.01,	4.37498e+07,	25213.5,	63360606,	29437849,	7504575,	7457075,	6968632,	7469943,	7401788,	6947118,	331 
 270,53.6,	210,	625,	0.01,	4.39056e+07,	25306.1,	63586233,	29554933,	7531399,	7483501,	6992429,	7497845,	7428789,	6970976,	336 
 271,53.8,	210,	625,	0.01,	4.41313e+07,	25411.6,	63886471,	29712157,	7569753,	7522409,	7028338,	7536457,	7467270,	7006433,	327 
 272,54,	210,	625,	0.01,	4.42755e+07,	25502.3,	64101075,	29820349,	7595470,	7547258,	7050457,	7561130,	7491675,	7028852,	322 
 273,54.2,	210,	625,	0.01,	4.44191e+07,	25588.2,	64310493,	29920678,	7620339,	7571985,	7072895,	7586074,	7515941,	7051197,	324 
 274,54.4,	210,	625,	0.01,	4.46147e+07,	25684.8,	64576514,	30047686,	7653854,	7606042,	7103571,	7619768,	7549140,	7081674,	344 
 275,54.6,	210,	625,	0.01,	4.47443e+07,	25771.2,	64774581,	30134372,	7676301,	7628267,	7123542,	7641822,	7571226,	7102551,	331 
 276,54.8,	210,	625,	0.01,	4.4892e+07,	25859.8,	64988939,	30257242,	7702095,	7654369,	7146571,	7666519,	7596550,	7125272,	347 
 277,55,	210,	625,	0.01,	4.50539e+07,	25957.3,	65224785,	30384038,	7729919,	7682776,	7171730,	7693733,	7624367,	7150712,	320 
 278,55.2,	210,	625,	0.01,	4.52466e+07,	26060.8,	65493910,	30515205,	7762440,	7716239,	7203286,	7727088,	7656601,	7180364,	329 
 279,55.4,	210,	625,	0.01,	4.54291e+07,	26152.2,	65742322,	30652750,	7793189,	7747681,	7232903,	7757889,	7687433,	7209350,	353 
 280,55.6,	210,	625,	0.01,	4.55695e+07,	26244.1,	65955024,	30756365,	7817954,	7772111,	7254702,	7781898,	7711048,	7231136,	339 
 281,55.8,	210,	625,	0.01,	4.58051e+07,	26348.5,	66264468,	30884898,	7858233,	7812720,	7292886,	7821187,	7750786,	7268618,	320 
 282,56,	210,	625,	0.01,	4.59113e+07,	26436.8,	66442741,	30965230,	7876794,	7831430,	7308935,	7839800,	7769132,	7284600,	338 
 283,56.2,	210,	625,	0.01,	4.609e+07,	26530.1,	66689447,	31094320,	7907539,	7861331,	7336920,	7870593,	7799922,	7313121,	304 
 284,56.4,	210,	625,	0.01,	4.61911e+07,	26606.4,	66852284,	31174700,	7925175,	7878469,	7352943,	7887879,	7817123,	7328842,	347 
 285,56.6,	210,	625,	0.01,	4.63935e+07,	26701.7,	67120524,	31346731,	7959380,	7913426,	7384628,	7922318,	7852091,	7361021,	339 
 286,56.8,	210,	625,	0.01,	4.65853e+07,	26798.1,	67383094,	31471359,	7992109,	7946170,	7414790,	7954634,	7885414,	7391594,	323 
 287,57,	210,	625,	0.01,	4.67545e+07,	26892.8,	67624577,	31573493,	8020856,	7975589,	7442314,	7982855,	7914199,	7418082,	353 
 288,57.2,	210,	625,	0.01,	4.68869e+07,	26981.6,	67826451,	31670836,	8043563,	7998363,	7463335,	8005492,	7936957,	7438517,	371 
 289,57.4,	210,	625,	0.01,	4.70662e+07,	27073.6,	68072810,	31801007,	8074435,	8028793,	7491576,	8036813,	7967191,	7466747,	328 
 290,57.6,	210,	625,	0.01,	4.71885e+07,	27163.2,	68266134,	31902791,	8095321,	8049742,	7510512,	8057261,	7988823,	7486178,	342 
 291,57.8,	210,	625,	0.01,	4.73852e+07,	27256.4,	68528880,	32054918,	8128352,	8083134,	7542398,	8090506,	8022649,	7517508,	334 
 292,58,	210,	625,	0.01,	4.75428e+07,	27346.1,	68753699,	32182506,	8155339,	8110137,	7567459,	8117290,	8049230,	7542740,	344 
 293,58.2,	210,	625,	0.01,	4.76489e+07,	27433.4,	68932506,	32253878,	8173828,	8128349,	7583452,	8136047,	8067486,	7559076,	328 
 294,58.4,	210,	625,	0.01,	4.78354e+07,	27535.9,	69195122,	32397292,	8207274,	8160441,	7612495,	8168022,	8098605,	7587904,	326 
 295,58.6,	210,	625,	0.01,	4.79956e+07,	27626.6,	69423181,	32526005,	8235968,	8188170,	7637169,	8195250,	8125838,	7612559,	330 
 296,58.8,	210,	625,	0.01,	4.8121e+07,	27709.9,	69614753,	32607932,	8257645,	8209546,	7656947,	8217330,	8146627,	7632264,	352 
 297,59,	210,	625,	0.01,	4.82451e+07,	27792.8,	69806160,	32708249,	8279025,	8231267,	7675833,	8238584,	8168367,	7651430,	360 
 298,59.2,	210,	625,	0.01,	4.8351e+07,	27879.3,	69985533,	32794513,	8297472,	8250008,	7691854,	8256576,	8186716,	7667768,	351 
 299,59.4,	210,	625,	0.01,	4.84625e+07,	27966.5,	70168615,	32878889,	8316938,	8269190,	7708789,	8275887,	8206225,	7684830,	325 
 300,59.6,	210,	625,	0.01,	4.85937e+07,	28055.1,	70370051,	32971489,	8339629,	8292162,	7728720,	8298308,	8229269,	7705011,	343 
 301,59.8,	210,	625,	0.01,	4.87734e+07,	28151.2,	70621814,	33096617,	8370809,	8323048,	7756851,	8328657,	8260144,	7733227,	328 
 302,60,	210,	625,	0.01,	4.89359e+07,	28243.1,	70855885,	33180385,	8398650,	8350952,	7782919,	8356411,	8287444,	7758861,	328 
 303,60.2,	210,	625,	0.01,	4.905e+07,	28328.7,	71039354,	33264989,	8418522,	8370711,	7800372,	8376217,	8307219,	7776373,	350 
 304,60.4,	210,	625,	0.01,	4.92374e+07,	28423,	71296336,	33381198,	8450378,	8402406,	7830102,	8409166,	8339274,	7805463,	314 
 305,60.6,	210,	625,	0.01,	4.93636e+07,	28519,	71498078,	33479847,	8471859,	8424741,	7849657,	8430826,	8361226,	7824696,	348 
 306,60.8,	210,	625,	0.01,	4.95373e+07,	28610.3,	71740671,	33581347,	8501246,	8454104,	7878104,	8460568,	8390823,	7851825,	328 
 307,61,	210,	625,	0.01,	4.96733e+07,	28696.1,	71942904,	33673949,	8524874,	8478566,	7898826,	8483524,	8414130,	7872739,	329 
 308,61.2,	210,	625,	0.01,	4.98326e+07,	28792,	72176430,	33774095,	8552864,	8506065,	7923749,	8510629,	8441502,	7897200,	338 
 309,61.4,	210,	625,	0.01,	4.99843e+07,	28893.4,	72407162,	33894424,	8578526,	8532082,	7947991,	8536926,	8466964,	7921145,	328 
 310,61.6,	210,	625,	0.01,	5.01412e+07,	28986.2,	72633724,	34017630,	8605996,	8559004,	7972409,	8564161,	8493476,	7945571,	348 
 311,61.8,	210,	625,	0.01,	5.02496e+07,	29070.2,	72809490,	34099598,	8624757,	8577520,	7988931,	8583078,	8511990,	7962675,	323 
 312,62,	210,	625,	0.01,	5.03546e+07,	29157.8,	72985550,	34183477,	8642959,	8595517,	8005065,	8601625,	8530230,	7978581,	350 
 313,62.2,	210,	625,	0.01,	5.0474e+07,	29249.3,	73178548,	34277237,	8664081,	8616195,	8023283,	8622628,	8550331,	7996857,	325 
 314,62.4,	210,	625,	0.01,	5.06783e+07,	29343.3,	73449611,	34413968,	8699182,	8650679,	8056392,	8656741,	8584484,	8030161,	321 
 315,62.6,	210,	625,	0.01,	5.08427e+07,	29431.8,	73678463,	34545746,	8728515,	8678397,	8082165,	8685308,	8611449,	8056250,	350 
 316,62.8,	210,	625,	0.01,	5.09921e+07,	29520.7,	73895101,	34636904,	8753875,	8703505,	8106486,	8710429,	8636794,	8080395,	345 
 317,63,	210,	625,	0.01,	5.11323e+07,	29608.4,	74103966,	34721170,	8778018,	8727843,	8128498,	8734734,	8660034,	8102517,	355 
 318,63.2,	210,	625,	0.01,	5.12591e+07,	29691.8,	74295149,	34823176,	8800112,	8749196,	8148777,	8756852,	8681447,	8122077,	341 
 319,63.4,	210,	625,	0.01,	5.14424e+07,	29793,	74552915,	34963454,	8832196,	8780079,	8177846,	8788237,	8711984,	8151426,	316 
 320,63.6,	210,	625,	0.01,	5.15621e+07,	29873.3,	74735686,	35059443,	8852694,	8800451,	8196359,	8808930,	8733423,	8169591,	339 
 321,63.8,	210,	625,	0.01,	5.17424e+07,	29967.1,	74985119,	35191011,	8883148,	8830806,	8225382,	8839647,	8763927,	8198888,	334 
 322,64,	210,	625,	0.01,	5.19066e+07,	30060.4,	75220338,	35307349,	8911753,	8859306,	8251343,	8867160,	8792123,	8224257,	323 
 323,64.2,	210,	625,	0.01,	5.20708e+07,	30157.9,	75459047,	35418524,	8940859,	8886873,	8276936,	8895238,	8820120,	8250196,	339 
 324,64.4,	210,	625,	0.01,	5.22744e+07,	30256.6,	75733578,	35570096,	8976602,	8921855,	8309837,	8930000,	8853789,	8281707,	338 
 325,64.6,	210,	625,	0.01,	5.24865e+07,	30354,	76015159,	35706207,	9012012,	8956943,	8344168,	8966982,	8890491,	8315297,	321 
 326,64.8,	210,	625,	0.01,	5.26342e+07,	30447.9,	76234363,	35823706,	9037300,	8982226,	8366851,	8992408,	8916246,	8338504,	325 
 327,65,	210,	625,	0.01,	5.27781e+07,	30545.6,	76453744,	35940550,	9062307,	9006701,	8389753,	9016710,	8940949,	8361025,	309 
 328,65.2,	210,	625,	0.01,	5.28887e+07,	30635.1,	76635516,	36027300,	9082431,	9025579,	8406373,	9036172,	8959593,	8377902,	344 
 329,65.4,	210,	625,	0.01,	5.30203e+07,	30729.3,	76840597,	36129874,	9104997,	9048354,	8426560,	9058618,	8982509,	8398604,	334 
 330,65.6,	210,	625,	0.01,	5.321e+07,	30826,	77098178,	36279847,	9137123,	9081029,	8457294,	9090389,	9014706,	8428828,	334 
 331,65.8,	210,	625,	0.01,	5.33253e+07,	30911.9,	77281599,	36361430,	9157346,	9100455,	8474563,	9110361,	9034730,	8447180,	332 
 332,66,	210,	625,	0.01,	5.34844e+07,	31004,	77507755,	36473146,	9184784,	9128303,	8499472,	9136957,	9061643,	8472613,	357 
 333,66.2,	210,	625,	0.01,	5.36117e+07,	31099.6,	77710413,	36568176,	9207295,	9150402,	8519044,	9159748,	9082853,	8491773,	336 
 334,66.4,	210,	625,	0.01,	5.3742e+07,	31184.5,	77906569,	36656528,	9229545,	9172638,	8539553,	9182987,	9104751,	8511940,	340 
 335,66.6,	210,	625,	0.01,	5.38763e+07,	31278.7,	78114165,	36759017,	9252819,	9195907,	8560217,	9206025,	9127860,	8532862,	326 
 336,66.8,	210,	625,	0.01,	5.39683e+07,	31356,	78269192,	36833623,	9268346,	9212216,	8574500,	9221579,	9144118,	8546908,	365 
 337,67,	210,	625,	0.01,	5.41187e+07,	31444.5,	78488977,	36920610,	9293719,	9238444,	8598084,	9247072,	9170112,	8570651,	346 
 338,67.2,	210,	625,	0.01,	5.42335e+07,	31528.9,	78670397,	37010543,	9313931,	9258569,	8615644,	9266616,	9189848,	8588282,	333 
 339,67.4,	210,	625,	0.01,	5.44774e+07,	31631,	78982143,	37193125,	9355205,	9299893,	8655075,	9308304,	9231125,	8627159,	330 
 340,67.6,	210,	625,	0.01,	5.45882e+07,	31718.6,	79163882,	37280005,	9374298,	9318874,	8672401,	9327408,	9249910,	8644711,	331 
 341,67.8,	210,	625,	0.01,	5.47582e+07,	31811.8,	79400251,	37424978,	9404138,	9347391,	8699604,	9356390,	9278332,	8671739,	322 
 342,68,	210,	625,	0.01,	5.49267e+07,	31911.1,	79643063,	37545594,	9433900,	9376993,	8725772,	9384996,	9306866,	8697583,	327 
 343,68.2,	210,	625,	0.01,	5.50827e+07,	32000.6,	79865597,	37659756,	9460218,	9403884,	8751021,	9412434,	9333075,	8721492,	365 
 344,68.4,	210,	625,	0.01,	5.51702e+07,	32082.8,	80020439,	37721733,	9475645,	9419196,	8764243,	9427701,	9348273,	8734482,	346 
 345,68.6,	210,	625,	0.01,	5.5304e+07,	32176.3,	80227833,	37806046,	9498715,	9442292,	8785150,	9450401,	9371874,	8754971,	324 
 346,68.8,	210,	625,	0.01,	5.55123e+07,	32275.5,	80506352,	37946952,	9534174,	9478631,	8818245,	9485329,	9407223,	8788026,	336 
 347,69,	210,	625,	0.01,	5.56724e+07,	32368.3,	80736095,	38050735,	9562052,	9506345,	8843562,	9512292,	9434170,	8813356,	351 
 348,69.2,	210,	625,	0.01,	5.58615e+07,	32462.1,	80992870,	38176680,	9594506,	9538590,	8873456,	9544733,	9466369,	8843194,	350 
 349,69.4,	210,	625,	0.01,	5.59921e+07,	32551.2,	81192569,	38279671,	9616764,	9561498,	8894427,	9566776,	9488585,	8863463,	353 
 350,69.6,	210,	625,	0.01,	5.61435e+07,	32640.8,	81412847,	38364210,	9642957,	9587225,	8918334,	9592135,	9515040,	8887174,	354 
 351,69.8,	210,	625,	0.01,	5.62641e+07,	32733.3,	81607498,	38461498,	9663756,	9608062,	8936986,	9612878,	9535934,	8905825,	342 
 352,70,	210,	625,	0.01,	5.64891e+07,	32833.2,	81901324,	38617957,	9701540,	9646646,	8972936,	9650872,	9574248,	8942244,	339 
 353,70.2,	210,	625,	0.01,	5.6625e+07,	32926.8,	82107659,	38737183,	9725859,	9669652,	8993701,	9674854,	9597419,	8962930,	337 
 354,70.4,	210,	625,	0.01,	5.6791e+07,	33024.7,	82344876,	38855947,	9753712,	9698185,	9020796,	9702665,	9625746,	8989281,	340 
 355,70.6,	210,	625,	0.01,	5.69071e+07,	33112.2,	82532395,	38938038,	9774153,	9718167,	9038753,	9722673,	9645648,	9007060,	339 
 356,70.8,	210,	625,	0.01,	5.71378e+07,	33214.4,	82832922,	39127240,	9813628,	9756522,	9076738,	9761930,	9684890,	9043482,	324 
 357,71,	210,	625,	0.01,	5.73412e+07,	33316.9,	83111180,	39262928,	9848690,	9791469,	9108728,	9796363,	9719125,	9076188,	340 
 358,71.2,	210,	625,	0.01,	5.74816e+07,	33407.7,	83323368,	39348132,	9873179,	9815573,	9130059,	9820461,	9743598,	9098069,	336 
 359,71.4,	210,	625,	0.01,	5.76359e+07,	33495.8,	83545649,	39434787,	9899699,	9841942,	9155040,	9846471,	9769580,	9122503,	372 
 360,71.6,	210,	625,	0.01,	5.78211e+07,	33600.5,	83807216,	39595089,	9931183,	9872469,	9184388,	9879800,	9801191,	9151450,	346 
 361,71.8,	210,	625,	0.01,	5.79552e+07,	33687.5,	84008894,	39700394,	9955128,	9895343,	9205126,	9902796,	9823982,	9172169,	347 
 362,72,	210,	625,	0.01,	5.80476e+07,	33771.8,	84171784,	39770183,	9971416,	9911439,	9219156,	9919038,	9840002,	9185901,	341 

